Title,Price,Category_path,Rating,Qty_califications,Features_JSON_format,Image_Url,Item_Url
Conjunto sillón esquinero,259.95,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Conjunto sillón esquinero,4.6,9,"{""Descripcion_0"": null}",https://muebleslufe.com/1257-thickbox_default/conjunto-sillon-esquinero.jpg,https://muebleslufe.com/es/sofas-modulares/293-conjunto-sillon-esquinero.html
Sofá módulo con brazo izquierdo,59.99,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Sofá módulo con brazo izquierdo,4.6,5,"{""Descripcion_0"": null}",https://muebleslufe.com/1247-thickbox_default/sofa-modulo-con-brazo-izquierdo.jpg,https://muebleslufe.com/es/sofas-modulares/290-sofa-modulo-con-brazo-izquierdo.html
Sofá módulo con brazo derecho,59.99,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Sofá módulo con brazo derecho,4.3,6,"{""Descripcion_0"": null}",https://muebleslufe.com/1249-thickbox_default/sofa-modulo-con-brazo-derecho.jpg,https://muebleslufe.com/es/sofas-modulares/291-sofa-modulo-con-brazo-derecho.html
Conjunto sofá tresillo,181.96,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Conjunto sofá tresillo,4.7,9,"{""Descripcion_0"": null}",https://muebleslufe.com/1253-thickbox_default/conjunto-sofa-tresillo.jpg,https://muebleslufe.com/es/sofas-modulares/292-conjunto-sofa-tresillo.html
Sofá módulo con dos brazos,64.99,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Sofá módulo con dos brazos,4.2,6,"{""Descripcion_0"": null}",https://muebleslufe.com/1245-thickbox_default/sillon-modulo-brazos.jpg,https://muebleslufe.com/es/sofas-modulares/289-sillon-modulo-brazos.html
Conjunto sofá con dos sillones y mesa baja,294.95,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Conjunto sofá con dos sillones y mesa baja,5,2,"{""Descripcion_0"": null}",https://muebleslufe.com/1235-thickbox_default/lufe-conjunto-sofa-con-dos-sillones-y-mesa-baja.jpg,https://muebleslufe.com/es/sofas-modulares/285-lufe-conjunto-sofa-con-dos-sillones-y-mesa-baja.html
Conjunto sofá doble,119.98,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Conjunto sofá doble,4.2,13,"{""Descripcion_0"": null}",https://muebleslufe.com/1261-thickbox_default/conjunto-sofa-doble.jpg,https://muebleslufe.com/es/sofas-modulares/294-conjunto-sofa-doble.html
Silla de comedor ,29.98,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sillas>Silla de comedor ,4.3,13,"{""Material"": "" Madera local certificada PEFC"", ""Altura del asiento"": "" 45 cm"", ""Anchura del asiento"": "" 45 cm"", ""Fondo del asiento"": "" 40 cm"", ""Altura del respaldo"": "" 86 cm"", ""Altura de las patas traseras"": "" 64,5 cm""}",https://muebleslufe.com/796-thickbox_default/silla-landa.jpg,https://muebleslufe.com/es/sillas/118-silla-landa.html
Aceite de teka,14.99,Inicio>Muebles Lufe>Barnices y aceites>Barnices>Aceite de teka,4.2,13,,https://muebleslufe.com/1281-thickbox_default/aceite-de-teka.jpg,https://muebleslufe.com/es/cera/302-aceite-de-teka.html
Colchón 190x80 en 17 de espesor,89.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón 190x80 en 17 de espesor,4.5,4,"{""Protección"": "" Enrollados con bolsa PVC de seguridad.""}",https://muebleslufe.com/1519-thickbox_default/colchon-190x90-17.jpg,https://muebleslufe.com/es/colchones/398-colchon-190x90-17.html
Ambiente cama individual con dos mesillas,54.99,Inicio>Muebles Lufe>Ambientes>Dormitorios>Habitaciones individuales>Ambiente cama individual con dos mesillas,4.3,3,"{""Composición para dormitorio formada por_0"": """", ""Una LUFE Cama individual con lamas_1"": null}",https://muebleslufe.com/667-thickbox_default/composicion-cama-individual.jpg,https://muebleslufe.com/es/habitaciones-individuales/58-composicion-cama-individual.html
Ambiente camas individuales, mesillas y estanterías asimétricas,209.99,Inicio>Muebles Lufe>Ambientes>Dormitorios>Habitaciones individuales>Ambiente camas individuales, mesillas y estanterías asimétricas,4,1,"{""Composición para dormitorio formada por_0"": """", ""Dos LUFE Camas individuales_1"": null}",https://muebleslufe.com/670-thickbox_default/composicion-asimetricas.jpg,https://muebleslufe.com/es/habitaciones-individuales/85-composicion-asimetricas.html
Ambiente cama individual con perchero,89.99,Inicio>Muebles Lufe>Ambientes>Dormitorios>Habitaciones individuales>Ambiente cama individual con perchero,,,"{""Composición para dormitorio formada por_0"": """", ""Una LUFE Cama individual con lamas_1"": null}",https://muebleslufe.com/676-thickbox_default/composicion-beka.jpg,https://muebleslufe.com/es/habitaciones-individuales/100-composicion-beka.html
Ambiente baño con estanterías básicas,84.97,Inicio>Muebles Lufe>Ambientes>Baños>Baños modernos>Ambiente baño con estanterías básicas,5,3,"{""Composición LUFE para baño formada por_0"": """", ""Dos LUFE Estanterías básicas 40 de 4 baldas_1"": null}",https://muebleslufe.com/674-thickbox_default/composicion-bano-001.jpg,https://muebleslufe.com/es/banos-modernos/89-composicion-bano-001.html
Colchón de 200x135 en 21 de espesor,149.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 200x135 en 21 de espesor,4.9,14,"{""Ambas caras"": "" acolchadas con fibra 120 gr"", ""Ribete al tono_5"": null, ""Descripcion_6"": null, ""Enrollados con bolsa PVC de seguridad._7"": null}",https://muebleslufe.com/1189-thickbox_default/colchon-de-200x135-en-21-de-espesor.jpg,https://muebleslufe.com/es/colchones/155-colchon-de-200x135-en-21-de-espesor.html
Almohada de 70,9.9,Inicio>Muebles Lufe>Barnices y aceites>Almohada de 70,4.3,53,"{""Almohadas de 70 cm de largo._0"": null, ""Esta pensada para utilizar dos unidades en la cama de matrimonio._1"": null}",https://muebleslufe.com/732-thickbox_default/almohada-de-70.jpg,https://muebleslufe.com/es/almohadas/162-almohada-de-70.html
Colchón de 190x90 en 17 de espesor,89.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 190x90 en 17 de espesor,4.5,90,"{""Ambas caras"": "" acolchadas con fibra 120 gr"", ""Ribete al tono_5"": null, ""Descripcion_6"": null, ""Enrollados con bolsa PVC de seguridad._7"": null}",https://muebleslufe.com/1170-thickbox_default/colchon-de-190x90-en-17-de-grueso.jpg,https://muebleslufe.com/es/colchones/150-colchon-de-190x90-en-17-de-grueso.html
Colchón de 200x90 en 21 de espesor,109.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 200x90 en 21 de espesor,4.6,33,"{""Ambas caras"": "" acolchadas con fibra 120 gr"", ""Ribete al tono_5"": null, ""Descripcion_6"": null, ""Enrollados con bolsa PVC de seguridad._7"": null}",https://muebleslufe.com/1180-thickbox_default/colchon-de-200x90-en-21-de-espesor.jpg,https://muebleslufe.com/es/colchones/153-colchon-de-200x90-en-21-de-espesor.html
Colchón de 190x90 en 21 de espesor,99.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 190x90 en 21 de espesor,4.7,74,"{""Ambas caras"": "" acolchadas con fibra 120 gr"", ""Ribete al tono_5"": null, ""Descripcion_6"": null, ""Enrollados con bolsa PVC de seguridad._7"": null}",https://muebleslufe.com/1174-thickbox_default/colchon-de-190x90-en-21-de-grueso.jpg,https://muebleslufe.com/es/colchones/151-colchon-de-190x90-en-21-de-grueso.html
Edredón de 150x220,16.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Edredón de 150x220,4.3,32,"{""Descripcion_0"": null}",https://muebleslufe.com/1051-thickbox_default/edredon-de-150x220.jpg,https://muebleslufe.com/es/colchones/257-edredon-de-150x220.html
Almohada de 90,9.9,Inicio>Muebles Lufe>Barnices y aceites>Almohada de 90,4.2,103,"{""Almohada adecuada para los colchones de 90 mm de anchura._0"": null}",https://muebleslufe.com/731-thickbox_default/almohada-de-90.jpg,https://muebleslufe.com/es/almohadas/161-almohada-de-90.html
Edredón de 220x220,22.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Edredón de 220x220,4.2,13,"{""Descripcion_0"": null}",https://muebleslufe.com/1052-thickbox_default/edredon-de-150x220.jpg,https://muebleslufe.com/es/colchones/258-edredon-de-150x220.html
Colchón de 200x90 en 17 de espesor,99.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 200x90 en 17 de espesor,4.8,23,"{""Ambas caras"": "" acolchadas con fibra 120 gr"", ""Ribete al tono_5"": null, ""Descripcion_6"": null, ""Enrollados con bolsa PVC de seguridad._7"": null}",https://muebleslufe.com/1177-thickbox_default/colchon-de-200x90-en-17-de-grueso.jpg,https://muebleslufe.com/es/colchones/152-colchon-de-200x90-en-17-de-grueso.html
Colchón de 190x135 en 21 de espesor,139.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 190x135 en 21 de espesor,4.8,40,"{""Ambas caras"": "" acolchadas con fibra 120 gr"", ""Ribete al tono_5"": null, ""Descripcion_6"": null, ""Enrollados con bolsa PVC de seguridad._7"": null}",https://muebleslufe.com/1186-thickbox_default/colchon-de-190x135-en-21-de-espesor.jpg,https://muebleslufe.com/es/colchones/154-colchon-de-190x135-en-21-de-espesor.html
Colchón de 200x150 en 21 de espesor,184.98,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 200x150 en 21 de espesor,4.8,5,"{""Ambas caras"": "" acolchadas con fibra 120 gr"", ""Ribete al tono_5"": null, ""Descripcion_6"": null, ""Enrollados con bolsa PVC de seguridad._7"": null}",https://muebleslufe.com/1469-thickbox_default/colchon-de-200x150-en-21-de-espesor.jpg,https://muebleslufe.com/es/colchones/391-colchon-de-200x150-en-21-de-espesor.html
Colchón de 200x80 en 17 de espesor,99.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 200x80 en 17 de espesor,5,2,,https://muebleslufe.com/1526-thickbox_default/colchon-de-190x90-en-21-de-grueso.jpg,https://muebleslufe.com/es/colchones/399-colchon-de-190x90-en-21-de-grueso.html
Colchón de 190x150 en 21 de espesor,160.98,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 190x150 en 21 de espesor,4.6,13,"{""Ambas caras"": "" acolchadas con fibra 120 gr"", ""Ribete al tono_5"": null, ""Descripcion_6"": null, ""Enrollados con bolsa PVC de seguridad._7"": null}",https://muebleslufe.com/1463-thickbox_default/colchon-de-190x150-en-21-de-espesor.jpg,https://muebleslufe.com/es/colchones/390-colchon-de-190x150-en-21-de-espesor.html
Composición dormitorio con mesa de estudio,139.99,Inicio>Muebles Lufe>Ambientes>Dormitorios>Habitaciones juveniles>Composición dormitorio con mesa de estudio,,,"{""Material"": "" Madera local certifificada PEFC,"", ""Descripcion_1"": "" Mesa de estudio"", ""Descripcion_2"": "" Cama individual"", ""Descripcion_3"": "" Estantería básica"", ""Descripcion_4"": null, ""Este producto no incluye colchón_5"": null}",https://muebleslufe.com/252-thickbox_default/composicion-dormitorio-con-mesa-de-estudio.jpg,https://muebleslufe.com/es/habitaciones-juveniles/108-composicion-dormitorio-con-mesa-de-estudio.html
Ambiente cama Mezanina y cama individual,149.99,Inicio>Muebles Lufe>Ambientes>Dormitorios>Habitaciones juveniles>Ambiente cama Mezanina y cama individual,4,7,"{""Composición LUFE para dormitorio formada por_0"": null}",https://muebleslufe.com/631-thickbox_default/composicion-mezanina-e-individual.jpg,https://muebleslufe.com/es/habitaciones-juveniles/120-composicion-mezanina-e-individual.html
